Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
West Soda,1128299,6/25/2022,West,Washington,Seattle,Coca-Cola,$0.71 ,"1,950","$1,385 ",$581 ,42%
West Soda,1128299,6/26/2022,West,Washington,Seattle,Diet Coke,$0.74 ,"1,880","$1,391 ",$515 ,37%
West Soda,1128299,6/27/2022,West,Washington,Seattle,Sprite,$0.72 ,"1,630","$1,174 ",$446 ,38%
West Soda,1128299,6/28/2022,West,Washington,Seattle,Fanta,$0.75 ,"1,250",$938 ,$375 ,40%
West Soda,1128299,6/29/2022,West,Washington,Seattle,Powerade,$0.82 ,"1,050",$861 ,$336 ,39%
West Soda,1128299,6/30/2022,West,Washington,Seattle,Dasani Water,$0.98 ,"1,820","$1,784 ",$606 ,34%
West Soda,1128299,7/1/2022,West,Washington,Seattle,Coca-Cola,$0.73 ,"2,390","$1,745 ",$698 ,40%
West Soda,1128299,7/2/2022,West,Washington,Seattle,Diet Coke,$0.82 ,"1,820","$1,492 ",$537 ,36%
West Soda,1128299,7/3/2022,West,Washington,Seattle,Sprite,$0.78 ,"1,750","$1,365 ",$478 ,35%
West Soda,1128299,7/4/2022,West,Washington,Seattle,Fanta,$0.78 ,"1,370","$1,069 ",$438 ,41%
West Soda,1128299,7/5/2022,West,Washington,Seattle,Powerade,$0.77 ,"1,440","$1,109 ",$388 ,35%
West Soda,1128299,7/6/2022,West,Washington,Seattle,Dasani Water,$0.95 ,"1,550","$1,473 ",$515 ,35%
West Soda,1128299,7/7/2022,West,Washington,Seattle,Coca-Cola,$0.80 ,"2,170","$1,736 ",$781 ,45%
West Soda,1128299,7/8/2022,West,Washington,Seattle,Diet Coke,$0.77 ,"2,100","$1,617 ",$631 ,39%
West Soda,1128299,7/9/2022,West,Washington,Seattle,Sprite,$0.73 ,"1,630","$1,190 ",$416 ,35%
West Soda,1128299,7/10/2022,West,Washington,Seattle,Fanta,$0.74 ,"1,550","$1,147 ",$505 ,44%
West Soda,1128299,7/11/2022,West,Washington,Seattle,Powerade,$0.71 ,"1,550","$1,101 ",$429 ,39%
West Soda,1128299,7/12/2022,West,Washington,Seattle,Dasani Water,$0.76 ,"1,080",$821 ,$271 ,33%
West Soda,1128299,7/13/2022,West,Washington,Seattle,Coca-Cola,$0.64 ,"1,560",$998 ,$409 ,41%
West Soda,1128299,7/14/2022,West,Washington,Seattle,Diet Coke,$0.71 ,"1,740","$1,235 ",$432 ,35%
West Soda,1128299,7/15/2022,West,Washington,Seattle,Sprite,$0.63 ,"1,350",$851 ,$315 ,37%
West Soda,1128299,7/16/2022,West,Washington,Seattle,Fanta,$0.67 ,"1,120",$750 ,$300 ,40%
West Soda,1128299,7/17/2022,West,Washington,Seattle,Powerade,$0.72 ,"1,110",$799 ,$320 ,40%
West Soda,1128299,7/18/2022,West,Washington,Seattle,Dasani Water,$0.62 ,"1,130",$701 ,$245 ,35%
West Soda,1128299,7/19/2022,West,Washington,Seattle,Coca-Cola,$0.58 ,"1,490",$864 ,$346 ,40%
West Soda,1128299,7/20/2022,West,Washington,Seattle,Diet Coke,$0.64 ,"1,380",$883 ,$327 ,37%
West Soda,1128299,7/21/2022,West,Washington,Seattle,Sprite,$0.56 ,"1,130",$633 ,$228 ,36%
West Soda,1128299,7/22/2022,West,Washington,Seattle,Fanta,$0.58 ,980,$568 ,$250 ,44%
West Soda,1128299,7/23/2022,West,Washington,Seattle,Powerade,$0.69 ,940,$649 ,$227 ,35%
West Soda,1128299,7/24/2022,West,Washington,Seattle,Dasani Water,$0.71 ,"1,010",$717 ,$251 ,35%
West Soda,1128299,7/25/2022,West,Washington,Seattle,Coca-Cola,$0.54 ,"1,620",$875 ,$385 ,44%
West Soda,1128299,7/26/2022,West,Washington,Seattle,Diet Coke,$0.60 ,"1,880","$1,128 ",$417 ,37%
West Soda,1128299,7/27/2022,West,Washington,Seattle,Sprite,$0.54 ,"1,240",$670 ,$248 ,37%
West Soda,1128299,7/28/2022,West,Washington,Seattle,Fanta,$0.69 ,"1,170",$807 ,$347 ,43%
West Soda,1128299,7/29/2022,West,Washington,Seattle,Powerade,$0.85 ,"1,150",$978 ,$391 ,40%
West Soda,1128299,7/30/2022,West,Washington,Seattle,Dasani Water,$0.88 ,"1,380","$1,214 ",$376 ,31%
West Soda,1128299,7/31/2022,West,Washington,Seattle,Coca-Cola,$0.78 ,"1,880","$1,466 ",$587 ,40%
West Soda,1128299,8/1/2022,West,Washington,Seattle,Diet Coke,$0.77 ,"1,950","$1,502 ",$571 ,38%
West Soda,1128299,8/2/2022,West,Washington,Seattle,Sprite,$0.73 ,"1,380","$1,007 ",$393 ,39%
West Soda,1128299,8/3/2022,West,Washington,Seattle,Fanta,$0.76 ,"1,380","$1,049 ",$451 ,43%
West Soda,1128299,8/4/2022,West,Washington,Seattle,Powerade,$0.82 ,"1,330","$1,091 ",$414 ,38%
West Soda,1128299,8/5/2022,West,Washington,Seattle,Dasani Water,$0.86 ,"1,500","$1,290 ",$439 ,34%
BevCo,1185732,8/6/2022,West,Washington,Seattle,Coca-Cola,$0.44 ,"2,730","$1,201 ",$661 ,55%
BevCo,1185732,8/7/2022,West,Washington,Seattle,Diet Coke,$0.41 ,"2,210",$906 ,$444 ,49%
BevCo,1185732,8/8/2022,West,Washington,Seattle,Sprite,$0.34 ,"2,300",$782 ,$305 ,39%
BevCo,1185732,8/9/2022,West,Washington,Seattle,Fanta,$0.38 ,"1,750",$665 ,$266 ,40%
BevCo,1185732,8/10/2022,Southeast,Florida,Miami,Powerade,$0.50 ,"1,950",$975 ,$488 ,50%
BevCo,1185732,8/11/2022,Southeast,Florida,Miami,Dasani Water,$0.41 ,"2,470","$1,013 ",$628 ,62%
BevCo,1185732,8/12/2022,Southeast,Florida,Miami,Coca-Cola,$0.43 ,"3,190","$1,372 ",$782 ,57%
BevCo,1185732,8/13/2022,Southeast,Florida,Miami,Diet Coke,$0.43 ,"1,950",$839 ,$411 ,49%
BevCo,1185732,8/14/2022,Southeast,Florida,Miami,Sprite,$0.32 ,"2,400",$768 ,$292 ,38%
West Soda,1185732,8/15/2022,Southeast,Florida,Miami,Fanta,$0.38 ,"1,690",$642 ,$283 ,44%
BevCo,1185732,8/16/2022,Southeast,Florida,Miami,Powerade,$0.53 ,"2,180","$1,155 ",$555 ,48%
BevCo,1185732,8/17/2022,Southeast,Florida,Miami,Dasani Water,$0.41 ,"2,210",$906 ,$589 ,65%
BevCo,1185732,8/18/2022,Southeast,Florida,Miami,Coca-Cola,$0.41 ,"2,680","$1,099 ",$659 ,60%
BevCo,1185732,8/19/2022,Southeast,Florida,Miami,Diet Coke,$0.42 ,"2,250",$945 ,$454 ,48%
BevCo,1185732,8/20/2022,Southeast,Florida,Miami,Sprite,$0.32 ,"2,170",$694 ,$243 ,35%
BevCo,1185732,8/21/2022,Southeast,Florida,Miami,Fanta,$0.36 ,"1,750",$630 ,$252 ,40%
BevCo,1185732,8/22/2022,Southeast,Florida,Miami,Powerade,$0.53 ,"1,820",$965 ,$444 ,46%
BevCo,1185732,8/23/2022,Southeast,Florida,Miami,Dasani Water,$0.42 ,"2,250",$945 ,$605 ,64%
BevCo,1185732,4/24/2022,Southeast,Florida,Miami,Coca-Cola,$0.42 ,"2,560","$1,075 ",$624 ,58%
BevCo,1185732,4/24/2022,Southeast,Florida,Miami,Diet Coke,$0.41 ,"2,100",$861 ,$431 ,50%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Sprite,$0.32 ,"2,030",$650 ,$260 ,40%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Fanta,$0.38 ,"1,890",$718 ,$323 ,45%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Powerade,$0.52 ,"1,960","$1,019 ",$459 ,45%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Dasani Water,$0.44 ,"2,080",$915 ,$549 ,60%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Coca-Cola,$0.52 ,"3,000","$1,560 ",$874 ,56%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Diet Coke,$0.54 ,"1,940","$1,048 ",$524 ,50%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Sprite,$0.47 ,"1,880",$884 ,$327 ,37%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Fanta,$0.49 ,"1,750",$858 ,$369 ,43%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Powerade,$0.58 ,"1,960","$1,137 ",$534 ,47%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Dasani Water,$0.64 ,"2,480","$1,587 ","$1,016 ",64%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Coca-Cola,$0.55 ,"2,900","$1,595 ",$941 ,59%
West Soda,1185732,4/24/2022,Southeast,Florida,Miami,Diet Coke,$0.54 ,"2,060","$1,112 ",$545 ,49%
West Soda,1185732,9/7/2022,Southeast,Florida,Miami,Sprite,$0.49 ,"2,080","$1,019 ",$357 ,35%
West Soda,1185732,9/8/2022,Southeast,Florida,Miami,Fanta,$0.47 ,"2,170","$1,020 ",$408 ,40%
West Soda,1185732,9/9/2022,Southeast,Florida,Miami,Powerade,$0.62 ,"2,330","$1,445 ",$708 ,49%
West Soda,1185732,9/10/2022,Southeast,Florida,Miami,Dasani Water,$0.63 ,"2,590","$1,632 ","$1,061 ",65%
West Soda,1185732,9/11/2022,Southeast,Florida,Miami,Coca-Cola,$0.60 ,"2,990","$1,794 ","$1,076 ",60%
West Soda,1185732,9/12/2022,Southeast,Florida,Miami,Diet Coke,$0.57 ,"2,250","$1,283 ",$590 ,46%
West Soda,1185732,9/13/2022,Southeast,Florida,Miami,Sprite,$0.50 ,"2,150","$1,075 ",$398 ,37%
West Soda,1185732,9/14/2022,Southeast,Florida,Miami,Fanta,$0.53 ,"2,330","$1,235 ",$531 ,43%
West Soda,1185732,9/15/2022,Southeast,Florida,Miami,Powerade,$0.61 ,"2,080","$1,269 ",$622 ,49%
West Soda,1185732,9/16/2022,Southeast,Florida,Miami,Dasani Water,$0.67 ,"2,440","$1,635 ","$1,063 ",65%
West Soda,1185732,9/17/2022,Southeast,Florida,Miami,Coca-Cola,$0.60 ,"3,040","$1,824 ","$1,040 ",57%
West Soda,1185732,9/18/2022,Southeast,Florida,Miami,Diet Coke,$0.55 ,"2,520","$1,386 ",$624 ,45%
West Soda,1185732,9/19/2022,Southeast,Florida,Miami,Sprite,$0.53 ,"2,310","$1,224 ",$453 ,37%
BevCo,1185732,9/20/2022,Southeast,Florida,Miami,Fanta,$0.44 ,"2,330","$1,025 ",$410 ,40%
BevCo,1185732,9/21/2022,Southeast,Florida,Miami,Powerade,$0.52 ,"2,250","$1,170 ",$527 ,45%
BevCo,1185732,9/22/2022,Southeast,Florida,Miami,Dasani Water,$0.56 ,"2,780","$1,557 ",$950 ,61%
BevCo,1185732,9/23/2022,Southeast,Florida,Miami,Coca-Cola,$0.53 ,"2,840","$1,505 ",$828 ,55%
BevCo,1185732,9/24/2022,Southeast,Florida,Miami,Diet Coke,$0.46 ,"2,550","$1,173 ",$528 ,45%
FizzyCo,1185732,9/25/2022,Southeast,Florida,Miami,Sprite,$0.41 ,"2,250",$923 ,$341 ,37%
FizzyCo,1185732,9/26/2022,Southeast,Florida,Miami,Fanta,$0.42 ,"2,100",$882 ,$379 ,43%
FizzyCo,1185732,9/27/2022,Southeast,Florida,Miami,Powerade,$0.50 ,"2,100","$1,050 ",$525 ,50%
FizzyCo,1185732,9/28/2022,Southeast,Florida,Miami,Dasani Water,$0.55 ,"2,230","$1,227 ",$773 ,63%
FizzyCo,1185732,9/29/2022,Southeast,Florida,Miami,Coca-Cola,$0.56 ,"2,700","$1,512 ",$907 ,60%
FizzyCo,1185732,9/30/2022,Southeast,Florida,Miami,Diet Coke,$0.47 ,"2,150","$1,011 ",$455 ,45%
FizzyCo,1185732,10/1/2022,Southeast,Florida,Miami,Sprite,$0.47 ,"2,030",$954 ,$372 ,39%
FizzyCo,1185732,10/2/2022,Southeast,Florida,Miami,Fanta,$0.45 ,"1,820",$819 ,$360 ,44%
FizzyCo,1185732,10/3/2022,Southeast,Florida,Miami,Powerade,$0.57 ,"1,890","$1,077 ",$539 ,50%
FizzyCo,1185732,10/4/2022,Southeast,Florida,Miami,Dasani Water,$0.59 ,"2,230","$1,316 ",$855 ,65%
FizzyCo,1185732,10/5/2022,Southeast,Florida,Miami,Coca-Cola,$0.56 ,"2,440","$1,366 ",$793 ,58%
FizzyCo,1185732,10/6/2022,Southeast,Florida,Miami,Diet Coke,$0.49 ,"2,240","$1,098 ",$527 ,48%
FizzyCo,1185732,10/7/2022,Southeast,Florida,Miami,Sprite,$0.46 ,"2,240","$1,030 ",$381 ,37%
FizzyCo,1185732,10/8/2022,Southeast,Florida,Miami,Fanta,$0.49 ,"2,020",$990 ,$436 ,44%
FizzyCo,1185732,10/9/2022,Southeast,Florida,Miami,Powerade,$0.64 ,"1,950","$1,248 ",$624 ,50%
FizzyCo,1185732,10/10/2022,Southeast,Florida,Miami,Dasani Water,$0.64 ,"2,130","$1,363 ",$818 ,60%
FizzyCo,1185732,5/24/2022,Southeast,Florida,Miami,Coca-Cola,$0.63 ,"3,230","$2,035 ","$1,140 ",56%
FizzyCo,1185732,5/24/2022,Southeast,Florida,Miami,Diet Coke,$0.51 ,"2,540","$1,295 ",$609 ,47%
FizzyCo,1185732,5/24/2022,Southeast,Florida,Miami,Sprite,$0.52 ,"2,480","$1,290 ",$477 ,37%
FizzyCo,1185732,5/24/2022,Southeast,Florida,Miami,Fanta,$0.54 ,"2,090","$1,129 ",$485 ,43%
BevCo,1185732,5/24/2022,Southeast,Florida,Miami,Powerade,$0.60 ,"2,020","$1,212 ",$594 ,49%
BevCo,1185732,5/24/2022,Southeast,Florida,Miami,Dasani Water,$0.64 ,"2,190","$1,402 ",$883 ,63%
BevCo,1185732,10/17/2022,Southeast,Florida,Miami,Coca-Cola,$0.33 ,"1,310",$432 ,$195 ,45%
BevCo,1185732,10/18/2022,Southeast,Florida,Miami,Diet Coke,$0.33 ,650,$215 ,$86 ,40%
BevCo,1185732,10/19/2022,Southeast,Florida,Miami,Sprite,$0.24 ,630,$151 ,$67 ,44%
BevCo,1185732,10/20/2022,Southeast,Florida,Miami,Fanta,$0.29 ,260,$75 ,$34 ,45%
BevCo,1185732,10/21/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.43 ,390,$168 ,$75 ,45%
BevCo,1185732,10/22/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.32 ,650,$208 ,$116 ,56%
BevCo,1185732,10/23/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.32 ,"1,350",$432 ,$194 ,45%
BevCo,1185732,10/24/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.34 ,380,$129 ,$58 ,45%
BevCo,1185732,10/25/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.25 ,560,$140 ,$59 ,42%
BevCo,1185732,10/26/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.27 ,200,$54 ,$25 ,47%
BevCo,1185732,10/27/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.41 ,440,$180 ,$74 ,41%
BevCo,1185732,10/28/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.34 ,650,$221 ,$122 ,55%
BevCo,1185732,10/29/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.39 ,"1,160",$452 ,$226 ,50%
BevCo,1185732,10/30/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.38 ,350,$133 ,$53 ,40%
BevCo,1185732,10/31/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.29 ,530,$154 ,$69 ,45%
BevCo,1185732,11/1/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.32 ,70,$22 ,$11 ,50%
BevCo,1185732,11/2/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.47 ,190,$89 ,$38 ,42%
BevCo,1185732,11/3/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.38 ,470,$179 ,$98 ,55%
BevCo,1185732,11/4/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.36 ,"1,200",$432 ,$203 ,47%
BevCo,1185732,11/5/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.38 ,280,$106 ,$45 ,42%
BevCo,1185732,11/6/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.29 ,260,$75 ,$33 ,44%
BevCo,1185732,11/7/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.32 ,70,$22 ,$11 ,50%
BevCo,1185732,11/8/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.47 ,140,$66 ,$26 ,40%
BevCo,1185732,11/9/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.36 ,530,$191 ,$114 ,60%
BevCo,1185732,11/10/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.48 ,"1,160",$557 ,$262 ,47%
BevCo,1185732,11/11/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.44 ,440,$194 ,$79 ,41%
BevCo,1185732,11/12/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.37 ,380,$141 ,$62 ,44%
BevCo,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.36 ,130,$47 ,$23 ,49%
BevCo,1185732,11/14/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.50 ,200,$100 ,$41 ,41%
BevCo,1185732,11/15/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.58 ,510,$296 ,$175 ,59%
BevCo,1185732,11/16/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.44 ,"1,060",$466 ,$229 ,49%
BevCo,1185732,11/17/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.38 ,490,$186 ,$76 ,41%
BevCo,1185732,11/18/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.33 ,470,$155 ,$70 ,45%
BevCo,1185732,11/19/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.32 ,450,$144 ,$68 ,47%
BevCo,1185732,11/20/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.49 ,450,$221 ,$93 ,42%
BevCo,1185732,11/21/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.53 ,810,$429 ,$240 ,56%
BevCo,1185732,11/22/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.49 ,"1,600",$784 ,$368 ,47%
BevCo,1185732,11/23/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.42 ,750,$315 ,$142 ,45%
BevCo,1185732,11/24/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.36 ,630,$227 ,$95 ,42%
BevCo,1185732,11/25/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.38 ,510,$194 ,$93 ,48%
BevCo,1185732,11/26/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.49 ,580,$284 ,$117 ,41%
BevCo,1185732,11/27/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.54 ,980,$529 ,$291 ,55%
BevCo,1185732,11/28/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.47 ,"1,370",$644 ,$303 ,47%
BevCo,1185732,11/29/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.43 ,870,$374 ,$153 ,41%
BevCo,1185732,11/30/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.37 ,680,$252 ,$101 ,40%
BevCo,1185732,12/1/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.33 ,470,$155 ,$76 ,49%
BevCo,1185732,12/2/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.42 ,420,$176 ,$72 ,41%
BevCo,1185732,12/3/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.46 ,880,$405 ,$231 ,57%
BevCo,1185732,12/4/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.43 ,"1,130",$486 ,$233 ,48%
BevCo,1185732,12/5/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.37 ,730,$270 ,$122 ,45%
BevCo,1185732,12/6/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.24 ,410,$98 ,$39 ,40%
BevCo,1185732,12/7/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.24 ,310,$74 ,$34 ,46%
BevCo,1185732,12/8/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.32 ,340,$109 ,$48 ,44%
BevCo,1185732,12/9/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.39 ,520,$203 ,$116 ,57%
BevCo,1185732,12/10/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.41 ,980,$402 ,$189 ,47%
BevCo,1185732,12/11/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.34 ,580,$197 ,$85 ,43%
BevCo,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.32 ,250,$80 ,$34 ,42%
BevCo,1185732,12/13/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.32 ,210,$67 ,$31 ,46%
BevCo,1185732,12/14/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.41 ,190,$78 ,$33 ,42%
BevCo,1185732,12/15/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.49 ,600,$294 ,$176 ,60%
BevCo,1185732,12/16/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.46 ,910,$419 ,$197 ,47%
BevCo,1185732,12/17/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.38 ,520,$198 ,$79 ,40%
BevCo,1185732,12/18/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.36 ,380,$137 ,$55 ,40%
BevCo,1185732,12/19/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.38 ,450,$171 ,$84 ,49%
BevCo,1185732,12/20/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.52 ,340,$177 ,$74 ,42%
BevCo,1185732,12/21/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.59 ,610,$360 ,$216 ,60%
BevCo,1185732,12/22/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.50 ,"1,240",$620 ,$310 ,50%
BevCo,1185732,12/23/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.42 ,770,$323 ,$146 ,45%
BevCo,1185732,12/24/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.44 ,560,$246 ,$101 ,41%
BevCo,1185732,12/25/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.44 ,490,$216 ,$106 ,49%
BevCo,1185732,12/26/2022,Midwest,Minnesota,Minneapolis,Powerade,$0.54 ,440,$238 ,$97 ,41%
BevCo,1185732,12/27/2022,Midwest,Minnesota,Minneapolis,Dasani Water,$0.54 ,770,$416 ,$237 ,57%
Target,1189833,12/28/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,$0.32 ,"1,190",$381 ,$221 ,58%
Target,1189833,12/29/2022,Midwest,Minnesota,Minneapolis,Diet Coke,$0.43 ,"1,280",$550 ,$231 ,42%
Target,1189833,12/30/2022,Midwest,Minnesota,Minneapolis,Sprite,$0.41 ,"1,190",$488 ,$288 ,59%
Target,1189833,12/31/2022,Midwest,Minnesota,Minneapolis,Fanta,$0.44 ,980,$431 ,$224 ,52%
Target,1189833,1/1/2023,Midwest,Montana,Billings,Powerade,$0.47 ,770,$362 ,$271 ,75%
Target,1189833,1/2/2023,Midwest,Montana,Billings,Dasani Water,$0.43 ,"1,380",$593 ,$231 ,39%
Target,1189833,1/3/2023,Midwest,Montana,Billings,Coca-Cola,$0.34 ,"1,580",$537 ,$306 ,57%
Target,1189833,1/4/2023,Midwest,Montana,Billings,Diet Coke,$0.42 ,"1,230",$517 ,$232 ,45%
Target,1189833,1/5/2023,Midwest,Montana,Billings,Sprite,$0.43 ,"1,220",$525 ,$299 ,57%
Target,1189833,1/6/2023,Midwest,Montana,Billings,Fanta,$0.44 ,810,$356 ,$196 ,55%
Target,1189833,1/7/2023,Midwest,Montana,Billings,Powerade,$0.48 ,590,$283 ,$204 ,72%
Target,1189833,1/8/2023,Midwest,Montana,Billings,Dasani Water,$0.43 ,"1,190",$512 ,$189 ,37%
Target,1189833,1/9/2023,Midwest,Montana,Billings,Coca-Cola,$0.32 ,"1,730",$554 ,$304 ,55%
Target,1189833,1/10/2023,Midwest,Montana,Billings,Diet Coke,$0.41 ,"1,150",$472 ,$193 ,41%
Target,1189833,1/11/2023,Midwest,Montana,Billings,Sprite,$0.42 ,"1,280",$538 ,$306 ,57%
Target,1189833,1/12/2023,Midwest,Montana,Billings,Fanta,$0.44 ,910,$400 ,$212 ,53%
Target,1189833,1/13/2023,Midwest,Montana,Billings,Powerade,$0.48 ,600,$288 ,$204 ,71%
Target,1189833,1/14/2023,Midwest,Montana,Billings,Dasani Water,$0.42 ,"1,120",$470 ,$183 ,39%
Target,1189833,1/15/2023,Midwest,Montana,Billings,Coca-Cola,$0.44 ,"1,610",$708 ,$418 ,59%
Target,1189833,1/16/2023,Midwest,Montana,Billings,Diet Coke,$0.43 ,"1,010",$434 ,$195 ,45%
Target,1189833,1/17/2023,Midwest,Montana,Billings,Sprite,$0.44 ,"1,200",$528 ,$317 ,60%
Target,1189833,1/18/2023,Midwest,Montana,Billings,Fanta,$0.36 ,780,$281 ,$140 ,50%
Target,1189833,1/19/2023,Midwest,Montana,Billings,Powerade,$0.44 ,560,$246 ,$182 ,74%
Target,1189833,1/20/2023,Midwest,Montana,Billings,Dasani Water,$0.55 ,"1,010",$556 ,$217 ,39%
Target,1189833,1/21/2023,Midwest,Montana,Billings,Coca-Cola,$0.39 ,"1,500",$585 ,$333 ,57%
Target,1189833,1/22/2023,Midwest,Montana,Billings,Diet Coke,$0.41 ,"1,060",$435 ,$191 ,44%
Target,1189833,1/23/2023,Midwest,Montana,Billings,Sprite,$0.44 ,"1,110",$488 ,$269 ,55%
Target,1189833,1/24/2023,Midwest,Montana,Billings,Fanta,$0.38 ,880,$334 ,$177 ,53%
Target,1189833,1/25/2023,Midwest,Montana,Billings,Powerade,$0.41 ,610,$250 ,$185 ,74%
Target,1189833,1/26/2023,Midwest,Montana,Billings,Dasani Water,$0.59 ,"1,080",$637 ,$242 ,38%
Target,1189833,1/27/2023,Midwest,Montana,Billings,Coca-Cola,$0.36 ,"1,690",$608 ,$359 ,59%
Target,1189833,1/28/2023,Midwest,Montana,Billings,Diet Coke,$0.42 ,"1,470",$617 ,$253 ,41%
Target,1189833,1/29/2023,Midwest,Montana,Billings,Sprite,$0.44 ,"1,650",$726 ,$399 ,55%
Target,1189833,1/30/2023,Midwest,Montana,Billings,Fanta,$0.38 ,"1,060",$403 ,$213 ,53%
Target,1189833,1/31/2023,Midwest,Montana,Billings,Powerade,$0.41 ,750,$308 ,$228 ,74%
Target,1189833,2/1/2023,Midwest,Montana,Billings,Dasani Water,$0.55 ,"1,500",$825 ,$297 ,36%
Target,1189833,2/2/2023,Midwest,Montana,Billings,Coca-Cola,$0.37 ,"2,030",$751 ,$443 ,59%
Target,1189833,2/3/2023,Midwest,Montana,Billings,Diet Coke,$0.41 ,"1,560",$640 ,$275 ,43%
Target,1189833,2/4/2023,Midwest,Montana,Billings,Sprite,$0.44 ,"1,430",$629 ,$371 ,59%
Target,1189833,2/5/2023,Midwest,Montana,Billings,Fanta,$0.36 ,"1,130",$407 ,$216 ,53%
Target,1189833,2/6/2023,Midwest,Montana,Billings,Powerade,$0.42 ,"1,240",$521 ,$365 ,70%
Target,1189833,2/7/2023,Midwest,Montana,Billings,Dasani Water,$0.58 ,"1,430",$829 ,$290 ,35%
Target,1189833,2/8/2023,Midwest,Montana,Billings,Coca-Cola,$0.42 ,"2,030",$853 ,$495 ,58%
